flight_loc_state_id,holding_id,country_id,state_id
20893,503242,1,5
6410,504185,1,5
20322,503215,1,5
7102,503286,1,5
9820,506517,1,5
1005,503848,1,5
17764,502431,1,5
17755,502433,1,5
7282,503810,1,5
6391,504130,1,5
1010,503850,1,5
1011,504188,1,5
6412,504187,1,5
1013,504186,1,5
7563,502578,1,5
16053,502366,1,5
18740,503000,1,5
15942,503483,1,5
4680,504128,1,5
17186,503796,1,5
18798,503797,1,5
6383,504142,1,5
20363,503248,1,5
5309,503790,1,5
17189,504624,1,5
1025,504115,1,5
1026,503280,1,5
9549,503929,1,5
1028,504290,1,5
6885,504291,1,5
6890,504292,1,5
11641,504050,1,5
5346,502656,1,5
11729,504118,1,5
7334,503935,1,5
4298,504414,1,5
6460,504167,1,5
7360,504094,1,5
7643,504095,1,5
6398,504125,1,5
7266,504099,1,5
7354,504100,1,5
18764,506755,1,5
7335,503936,1,5
18901,503603,1,5
17598,504116,1,5
20334,503782,1,5
1047,503973,1,5
7758,503978,1,5
7727,503979,1,5
7351,503986,1,5
20313,503990,1,5
7338,503992,1,5
7340,503993,1,5
7341,503994,1,5
10929,503998,1,5
20850,503999,1,5
20872,504001,1,5
7426,504022,1,5
7409,504114,1,5
7699,504298,1,5
20404,504068,1,5
1062,504073,1,5
7246,504081,1,5
7377,504088,1,5
1065,504089,1,5
21263,504090,1,5
20409,504102,1,5
17180,504107,1,5
1069,504545,1,5
7754,504109,1,5
7395,504111,1,5
9076,504112,1,5
1073,504113,1,5
6906,504255,1,5
6905,504256,1,5
6903,504259,1,5
6915,504265,1,5
1078,504271,1,5
6893,504284,1,5
1080,504286,1,5
6877,504299,1,5
6884,504301,1,5
1083,504315,1,5
6869,504316,1,5
6871,504317,1,5
18951,504323,1,5
1087,504324,1,5
1088,504329,1,5
6608,504340,1,5
6605,504343,1,5
7646,504344,1,5
1092,504345,1,5
6517,504376,1,5
11556,504411,1,5
1095,504426,1,5
19516,504440,1,5
9404,504562,1,5
1098,504563,1,5
1099,504564,1,5
1100,504577,1,5
1101,504576,1,5
1102,504587,1,5
6603,504588,1,5
6519,504590,1,5
19561,504602,1,5
9962,506607,1,5
6253,505463,1,5
6431,505647,1,5
17612,505718,1,5
13687,505733,1,5
6991,506079,1,5
20910,506221,1,5
11864,506249,1,5
11906,506250,1,5
11910,506251,1,5
11916,506252,1,5
11918,506253,1,5
11920,506254,1,5
11922,506255,1,5
11926,506256,1,5
11857,506258,1,5
11853,506259,1,5
11851,506260,1,5
11849,506261,1,5
11847,506262,1,5
11845,506263,1,5
11932,506264,1,5
11862,506266,1,5
11866,506267,1,5
11868,506268,1,5
11855,506273,1,5
11870,506274,1,5
11882,506275,1,5
11898,506277,1,5
11900,506278,1,5
11908,506279,1,5
11928,506281,1,5
11904,506283,1,5
11933,506284,1,5
11934,506285,1,5
11880,506286,1,5
11892,506288,1,5
7668,506300,1,5
1144,506302,1,5
1145,506304,1,5
11902,506308,1,5
11884,506309,1,5
11888,506311,1,5
7704,506314,1,5
17607,506347,1,5
1151,506348,1,5
1152,506349,1,5
6490,506350,1,5
6489,506351,1,5
1155,506352,1,5
1156,506354,1,5
1157,506356,1,5
1158,506358,1,5
1159,506359,1,5
6487,506360,1,5
6488,506365,1,5
1162,506366,1,5
1163,506374,1,5
1164,506376,1,5
1165,506377,1,5
1166,506379,1,5
1167,506380,1,5
1168,506382,1,5
6481,506383,1,5
1170,506385,1,5
1171,506388,1,5
1172,506389,1,5
6478,506393,1,5
1174,506394,1,5
6477,506395,1,5
1176,506398,1,5
9406,506401,1,5
1178,506402,1,5
6473,506403,1,5
1180,506404,1,5
7677,506406,1,5
1182,506411,1,5
6467,506412,1,5
6466,506415,1,5
1185,506417,1,5
1186,506418,1,5
1187,506419,1,5
1188,506420,1,5
1189,506422,1,5
1190,506423,1,5
1191,506424,1,5
1192,506426,1,5
18701,506433,1,5
16325,506434,1,5
16328,506435,1,5
18702,506437,1,5
18705,506439,1,5
16068,506441,1,5
16396,506443,1,5
18706,506447,1,5
16127,506449,1,5
16453,506450,1,5
18708,506451,1,5
18709,506456,1,5
18710,506457,1,5
15301,506463,1,5
16717,506473,1,5
16790,506475,1,5
18720,506477,1,5
9766,506480,1,5
16871,506483,1,5
16878,506484,1,5
9777,506489,1,5
9780,506491,1,5
17027,506492,1,5
17029,506493,1,5
17064,506497,1,5
17131,506504,1,5
17166,506506,1,5
18727,506507,1,5
18729,506510,1,5
9819,506516,1,5
9822,506519,1,5
9900,506520,1,5
9901,506522,1,5
9831,506525,1,5
18731,506528,1,5
9903,506529,1,5
9945,506568,1,5
9904,506530,1,5
17751,506557,1,5
9838,506531,1,5
9905,506532,1,5
7605,506533,1,5
9841,506534,1,5
9840,506535,1,5
9906,506536,1,5
9843,506537,1,5
9853,506546,1,5
9854,506547,1,5
18732,506555,1,5
9864,506556,1,5
17826,506562,1,5
9881,506563,1,5
10199,506570,1,5
21257,506571,1,5
9915,506572,1,5
9922,506577,1,5
9925,506580,1,5
9926,506581,1,5
18734,506582,1,5
9930,506583,1,5
9931,506585,1,5
9935,506588,1,5
9938,506591,1,5
9939,506593,1,5
18736,506594,1,5
15323,506596,1,5
9947,506598,1,5
15319,506600,1,5
9952,506602,1,5
15321,506605,1,5
15324,506610,1,5
15322,506611,1,5
9964,506612,1,5
15325,506616,1,5
9971,506619,1,5
9972,506620,1,5
9973,506621,1,5
15326,506625,1,5
18741,506628,1,5
9979,506629,1,5
9978,506630,1,5
15328,506631,1,5
9981,506632,1,5
15329,506633,1,5
18771,506634,1,5
9998,506639,1,5
15948,506640,1,5
9991,506642,1,5
15330,506644,1,5
18773,506645,1,5
1283,506647,1,5
1284,506648,1,5
1285,506650,1,5
1286,506653,1,5
1287,506656,1,5
17611,506657,1,5
10002,506665,1,5
18745,506666,1,5
10005,506667,1,5
10004,506668,1,5
18774,506669,1,5
10009,506671,1,5
6080,506672,1,5
10011,506674,1,5
10012,506675,1,5
15332,506677,1,5
18747,506678,1,5
18750,506683,1,5
10022,506685,1,5
10025,506688,1,5
10028,506691,1,5
15333,506694,1,5
10162,506695,1,5
15337,506697,1,5
15338,506698,1,5
10157,506699,1,5
1309,506773,1,5
18775,506708,1,5
10150,506710,1,5
10148,506712,1,5
20420,506715,1,5
20413,506717,1,5
20299,506718,1,5
20572,506727,1,5
17831,506730,1,5
20635,506731,1,5
20653,506734,1,5
21130,506737,1,5
17682,506740,1,5
20940,506742,1,5
16825,506743,1,5
21058,506744,1,5
21076,506747,1,5
21151,506751,1,5
15623,506756,1,5
17749,506757,1,5
18765,506758,1,5
19341,506759,1,5
18766,506760,1,5
20250,508923,1,5
9953,506764,1,5
20389,506766,1,5
7305,506767,1,5
7768,506768,1,5
1337,506776,1,5
1338,506777,1,5
1339,506778,1,5
1340,506781,1,5
1341,506782,1,5
17737,506783,1,5
1343,506785,1,5
1344,506786,1,5
1345,506787,1,5
1346,506788,1,5
1347,506791,1,5
1348,506794,1,5
1349,506795,1,5
1350,506796,1,5
1351,506797,1,5
1352,506798,1,5
1353,506799,1,5
1354,506800,1,5
1355,506801,1,5
1356,506802,1,5
17190,506804,1,5
11776,506805,1,5
11777,506814,1,5
11813,506833,1,5
4767,506842,1,5
1362,506843,1,5
17148,506860,1,5
6504,506952,1,5
19389,502315,1,5
5272,504582,1,5
6110,502569,1,5
18739,506613,1,5
20208,507347,1,5
4466,504591,1,5
18728,506508,1,5
21071,502559,1,5
19806,502560,1,5
19387,502520,1,5
1375,504339,1,5
6732,502503,1,5
19180,502311,1,5
6834,502310,1,5
4314,504471,1,5
6108,502567,1,5
6127,502583,1,5
5767,502389,1,5
5768,502390,1,5
20966,502391,1,5
5977,502521,1,5
7662,504268,1,5
6609,504337,1,5
1388,502276,1,5
1389,503146,1,5
4678,504132,1,5
1391,502286,1,5
1392,502287,1,5
1393,502675,1,5
1394,503833,1,5
4679,504133,1,5
5142,503827,1,5
6534,503825,1,5
1398,502679,1,5
5677,502348,1,5
1400,502267,1,5
5143,504062,1,5
19508,504335,1,5
18869,504637,1,5
18768,506608,1,5
6084,504551,1,5
20321,503404,1,5
20351,503236,1,5
19250,502313,1,5
21184,503906,1,5
20927,503907,1,5
6403,504205,1,5
11172,502312,1,5
