flight_loc_county_id,holding_id,country_id,state_id,county_id
26592,508031,1,5,203
26594,508032,1,5,240
26788,508033,1,5,203
33319,507928,1,5,203
27791,507940,1,5,203
26623,508918,1,5,199
26704,502402,1,5,220
26637,507962,1,5,199
27783,507980,1,5,199
26703,502402,1,5,217
26702,502402,1,5,214
26701,502402,1,5,203
29615,508919,1,5,221
29646,508920,1,5,221
27201,508037,1,31,1817
27158,508038,1,31,1817
26827,508039,1,47,2979
26826,508039,1,47,2969
27157,508040,1,47,2979
27156,508040,1,47,2969
26828,508041,1,5,220
27062,508042,1,5,240
26831,508043,1,5,214
26830,508043,1,5,203
26833,508044,1,19,1184
26832,508044,1,19,1176
26834,508045,1,21,1222
27017,508046,1,5,221
27016,508046,1,5,217
27161,508035,1,31,1817
27160,508035,1,6,285
27159,508035,1,6,276
26840,508047,1,5,203
26841,508048,1,5,224
26842,508049,1,3,98
26846,508050,1,28,1762
26845,508050,1,28,1750
26864,508002,1,5,216
26865,508002,1,5,229
26913,508051,1,5,203
26911,508052,1,5,226
26910,508052,1,5,224
28516,502408,1,5,200
28515,502408,1,5,199
26901,508054,1,31,1795
26897,508055,1,5,240
26898,508057,1,5,203
34476,508058,1,5,203
26899,508059,1,5,226
26894,508061,1,5,203
26914,508060,1,5,203
26915,508062,1,44,2786
33621,508063,1,5,203
26916,508064,1,5,203
26917,508065,1,28,1748
26918,508066,1,5,220
26889,508067,1,5,217
26890,508068,1,5,203
26919,508069,1,5,240
26920,508070,1,35,2111
26902,508054,1,3,97
26903,508054,1,3,104
26904,508054,1,3,106
