id,FlightDate,RollNumber,State,City,RangeFrom,RangeTo,NumberOfFrames
725,NULL,HM-2000-USA-1110,CA,Sacramento,NULL,NULL,NULL
726,NULL,HM-2000-USA-1110,CA,Oakland,NULL,NULL,NULL
727,NULL,HM-2000-USA-1110,NULL,NULL,NULL,NULL,NULL
728,NULL,HM-2000-USA-1111,CA,Oakland,NULL,NULL,NULL
729,NULL,HM-2000-USA-1112,CA,Oakland,NULL,NULL,NULL
730,NULL,HM-2000-USA-1113,CA,Oakland,NULL,NULL,NULL
731,NULL,HM-2000-USA-1114,CA,Oakland,NULL,NULL,NULL
732,NULL,HM-2000-USA-1115,CA,Oakland,NULL,NULL,NULL
733,NULL,HM-2000-USA-1116,CA,Oakland,NULL,NULL,NULL
734,NULL,HM-2000-USA-1117,CA,Oakland,NULL,NULL,NULL
735,NULL,HM-2000-USA-1118,CA,Oakland,NULL,NULL,NULL
736,NULL,HM-2000-USA-1119,CA,Oakland,NULL,NULL,NULL
737,NULL,HM-2000-USA-1120,CA,Oakland,NULL,NULL,NULL
738,NULL,HM-2000-USA-1121,CA,Oakland,NULL,NULL,NULL
739,NULL,HM-2000-USA-1122,CA,Oakland,NULL,NULL,NULL
740,NULL,HM-2000-USA-1123,CA,Oakland,NULL,NULL,NULL
741,NULL,HM-2000-USA-1124,CA,Oakland,NULL,NULL,NULL
742,NULL,HM-2000-USA-1124,CA,"Santa Rosa",NULL,NULL,NULL
743,NULL,HM-2000-USA-1125,CA,"Santa Rosa",NULL,NULL,NULL
744,NULL,HM-2000-USA-1126,CA,"Santa Rosa",NULL,NULL,NULL
745,NULL,HM-2000-USA-1127,CA,"Santa Rosa",NULL,NULL,NULL
746,NULL,HM-2000-USA-1128,CA,"Santa Rosa",NULL,NULL,NULL
747,NULL,HM-2000-USA-1128,OR,Portland,NULL,NULL,NULL
748,NULL,HM-2000-USA-1129,OR,Portland,NULL,NULL,NULL
749,NULL,HM-2000-USA-1130,OR,Portland,NULL,NULL,NULL
750,NULL,HM-2000-USA-1131,OR,Portland,NULL,NULL,NULL
751,NULL,HM-2000-USA-1132,OR,Portland,NULL,NULL,NULL
752,NULL,HM-2000-USA-1133,OR,Portland,NULL,NULL,NULL
753,NULL,HM-2000-USA-1134,OR,Portland,NULL,NULL,NULL
754,NULL,HM-2000-USA-1135,UT,"Salt Lake City",NULL,NULL,NULL
755,NULL,HM-2000-USA-1136,OR,Portland,NULL,NULL,NULL
756,NULL,HM-2000-USA-1136,UT,"Salt Lake City",NULL,NULL,NULL
757,NULL,HM-2000-USA-1137,OR,Portland,NULL,NULL,NULL
758,NULL,HM-2000-USA-1138,OR,Portland,NULL,NULL,NULL
759,NULL,HM-2000-USA-1139,OR,Portland,NULL,NULL,NULL
760,NULL,HM-2000-USA-1140,OR,Portland,NULL,NULL,NULL
761,NULL,HM-2000-USA-1141,OR,Portland,NULL,NULL,NULL
762,NULL,HM-2000-USA-1141,NULL,NULL,NULL,NULL,NULL
763,NULL,HM-2000-USA-1142,OR,Portland,NULL,NULL,NULL
764,NULL,HM-2000-USA-1143,OR,Portland,NULL,NULL,NULL
765,NULL,HM-2000-USA-1143,IL,Chicago,NULL,NULL,NULL
766,NULL,HM-2000-USA-1144,IL,Chicago,NULL,NULL,NULL
767,NULL,HM-2000-USA-1145,IL,Chicago,NULL,NULL,NULL
768,NULL,HM-2000-USA-1145,IN,"Indianapolis city",NULL,NULL,NULL
769,NULL,HM-2000-USA-1146,IN,"Indianapolis city",NULL,NULL,NULL
770,NULL,HM-2000-USA-1147,IN,"Indianapolis city",NULL,NULL,NULL
771,NULL,HM-2000-USA-1147,IL,Chicago,NULL,NULL,NULL
772,NULL,HM-2000-USA-1148,IL,Chicago,NULL,NULL,NULL
773,NULL,HM-2000-USA-1149,MN,Minneapolis,NULL,NULL,NULL
774,NULL,HM-2000-USA-1150,MN,Minneapolis,NULL,NULL,NULL
775,NULL,HM-2000-USA-1151,MN,Minneapolis,NULL,NULL,NULL
776,NULL,HM-2000-USA-1152,MN,Minneapolis,NULL,NULL,NULL
777,NULL,HM-2000-USA-1152,IL,Chicago,NULL,NULL,NULL
778,NULL,HM-2000-USA-1153,IL,Chicago,NULL,NULL,NULL
779,NULL,HM-2000-USA-1153,IN,"Indianapolis city",NULL,NULL,NULL
780,NULL,HM-2000-USA-1154,IN,"Indianapolis city",NULL,NULL,NULL
781,NULL,HM-2000-USA-1155,IN,"Indianapolis city",NULL,NULL,NULL
782,NULL,HM-2000-USA-1156,IN,"Indianapolis city",NULL,NULL,NULL
783,NULL,HM-2000-USA-1157,IN,"Indianapolis city",NULL,NULL,NULL
784,NULL,HM-2000-USA-1157,MN,Minneapolis,NULL,NULL,NULL
785,NULL,HM-2000-USA-1158,MN,Minneapolis,NULL,NULL,NULL
786,NULL,HM-2000-USA-1159,MN,Minneapolis,NULL,NULL,NULL
787,NULL,HM-2000-USA-1160,MN,Minneapolis,NULL,NULL,NULL
788,NULL,HM-2000-USA-1161,MI,Detroit,NULL,NULL,NULL
789,NULL,HM-2000-USA-1162,MI,Detroit,NULL,NULL,NULL
790,NULL,HM-2000-USA-1163,MI,Detroit,NULL,NULL,NULL
791,NULL,HM-2000-USA-1164,MI,Detroit,NULL,NULL,NULL
792,NULL,HM-2000-USA-1165,MI,Detroit,NULL,NULL,NULL
793,NULL,HM-2000-USA-1166,MI,Detroit,NULL,NULL,NULL
794,NULL,HM-2000-USA-1167,IL,Chicago,NULL,NULL,NULL
795,NULL,HM-2000-USA-1168,IL,Chicago,NULL,NULL,NULL
796,NULL,HM-2000-USA-1169,IL,Chicago,NULL,NULL,NULL
797,NULL,HM-2000-USA-1170,IL,Chicago,NULL,NULL,NULL
798,NULL,HM-2000-USA-1170,CO,Denver,NULL,NULL,NULL
799,NULL,HM-2000-USA-1171,CO,Denver,NULL,NULL,NULL
800,NULL,HM-2000-USA-1172,CO,Denver,NULL,NULL,NULL
801,NULL,HM-2000-USA-1173,CO,Denver,NULL,NULL,NULL
802,NULL,HM-2000-USA-1174,CO,Denver,NULL,NULL,NULL
803,NULL,HM-2000-USA-1175,CO,Denver,NULL,NULL,NULL
804,NULL,HM-2000-USA-1175,MA,Boston,NULL,NULL,NULL
805,NULL,HM-2000-USA-1176,MA,Boston,NULL,NULL,NULL
806,NULL,HM-2000-USA-1177,MA,Boston,NULL,NULL,NULL
807,NULL,HM-2000-USA-1178,MA,Boston,NULL,NULL,NULL
808,NULL,HM-2000-USA-1179,MA,Boston,NULL,NULL,NULL
809,NULL,HM-2000-USA-1179,NC,Charlotte,NULL,NULL,NULL
810,NULL,HM-2000-USA-1179,NC,Greensboro,NULL,NULL,NULL
811,NULL,HM-2000-USA-1180,NC,Charlotte,NULL,NULL,NULL
812,NULL,HM-2000-USA-1180,NC,Greensboro,NULL,NULL,NULL
813,NULL,HM-2000-USA-1181,NC,Charlotte,NULL,NULL,NULL
814,NULL,HM-2000-USA-1181,NC,Greensboro,NULL,NULL,NULL
815,NULL,HM-2000-USA-1182,NC,Charlotte,NULL,NULL,NULL
816,NULL,HM-2000-USA-1182,NC,Greensboro,NULL,NULL,NULL
817,NULL,HM-2000-USA-1183,NC,Charlotte,NULL,NULL,NULL
818,NULL,HM-2000-USA-1183,NC,Greensboro,NULL,NULL,NULL
819,NULL,HM-2000-USA-1183,NC,Charlotte,NULL,NULL,NULL
820,NULL,HM-2000-USA-1183,NC,Greensboro,NULL,NULL,NULL
821,NULL,HM-2000-USA-1184,NC,Charlotte,NULL,NULL,NULL
822,NULL,HM-2000-USA-1184,NC,Greensboro,NULL,NULL,NULL
823,NULL,HM-2000-USA-1186,NULL,NULL,NULL,NULL,NULL
824,NULL,HM-2000-USA-1185,NC,Charlotte,NULL,NULL,NULL
825,NULL,HM-2000-USA-1185,NC,Greensboro,NULL,NULL,NULL
826,NULL,HM-2000-USA-1186,NC,Charlotte,NULL,NULL,NULL
827,NULL,HM-2000-USA-1186,NC,Greensboro,NULL,NULL,NULL
828,NULL,HM-2000-USA-1187,MO,"Kansas City",NULL,NULL,NULL
829,NULL,HM-2000-USA-1187,NC,Charlotte,NULL,NULL,NULL
830,NULL,HM-2000-USA-1187,NC,Greensboro,NULL,NULL,NULL
831,NULL,HM-2000-USA-1188,MO,"Kansas City",NULL,NULL,NULL
832,NULL,HM-2000-USA-1189,MO,"Kansas City",NULL,NULL,NULL
833,NULL,HM-2000-USA-1190,MO,"Kansas City",NULL,NULL,NULL
834,NULL,HM-2000-USA-1191,MO,"Kansas City",NULL,NULL,NULL
835,NULL,HM-2000-USA-1192,MO,"Kansas City",NULL,NULL,NULL
836,NULL,HM-2000-USA-1193,MI,Detroit,NULL,NULL,NULL
837,NULL,HM-2000-USA-1194,MI,Detroit,NULL,NULL,NULL
838,NULL,HM-2000-USA-1195,MI,Detroit,NULL,NULL,NULL
839,NULL,HM-2000-USA-1195,MA,Boston,NULL,NULL,NULL
840,NULL,HM-2000-USA-1196,MA,Boston,NULL,NULL,NULL
841,NULL,HM-2000-USA-1197,OK,Tulsa,NULL,NULL,NULL
842,NULL,HM-2000-USA-1198,OK,Tulsa,NULL,NULL,NULL
843,NULL,HM-2000-USA-1199,TX,Dallas,NULL,NULL,NULL
844,NULL,HM-2000-USA-1200,TX,Dallas,NULL,NULL,NULL
845,NULL,HM-2000-USA-1201,TX,Dallas,NULL,NULL,NULL
846,NULL,HM-2000-USA-1203,TX,Dallas,NULL,NULL,NULL
847,NULL,HM-2000-USA-1202,TX,Dallas,NULL,NULL,NULL
848,NULL,HM-2000-USA-1204,TX,Dallas,NULL,NULL,NULL
849,NULL,HM-2000-USA-1205,TX,Dallas,NULL,NULL,NULL
850,NULL,HM-2000-USA-1205,LA,"New Orleans",NULL,NULL,NULL
851,NULL,HM-2000-USA-1206,LA,"New Orleans",NULL,NULL,NULL
852,NULL,HM-2000-USA-1207,LA,"New Orleans",NULL,NULL,NULL
853,NULL,HM-2000-USA-1207,TX,Houston,NULL,NULL,NULL
854,NULL,HM-2000-USA-1208,TX,Houston,NULL,NULL,NULL
855,NULL,HM-2000-USA-1209,TX,Houston,NULL,NULL,NULL
856,NULL,HM-2000-USA-12010,TX,Houston,NULL,NULL,NULL
857,NULL,HM-2000-USA-1210,TX,Houston,NULL,NULL,NULL
858,NULL,HM-2000-USA-1211,TX,Houston,NULL,NULL,NULL
859,NULL,HM-2000-USA-1212,TX,Austin,NULL,NULL,NULL
860,NULL,HM-2000-USA-1213,TX,Austin,NULL,NULL,NULL
861,NULL,HM-2000-USA-1214,NULL,NULL,NULL,NULL,NULL
862,NULL,HM-2000-USA-2000,AZ,Tucson,NULL,NULL,NULL
863,NULL,HM-2000-USA-2000,AZ,Phoenix,NULL,NULL,NULL
864,NULL,HM-2000-USA-2001,AZ,Tucson,NULL,NULL,NULL
865,NULL,HM-2000-USA-2001,AZ,Phoenix,NULL,NULL,NULL
866,NULL,HM-2000-USA-2002,AZ,Tucson,NULL,NULL,NULL
867,NULL,HM-2000-USA-2002,AZ,Phoenix,NULL,NULL,NULL
868,NULL,HM-2000-USA-2003,AZ,Tucson,NULL,NULL,NULL
869,NULL,HM-2000-USA-2003,AZ,Phoenix,NULL,NULL,NULL
870,NULL,HM-2000-USA-2004,AZ,Tucson,NULL,NULL,NULL
871,NULL,HM-2000-USA-2004,AZ,Phoenix,NULL,NULL,NULL
872,NULL,HM-2000-USA-2005,AZ,Tucson,NULL,NULL,NULL
873,NULL,HM-2000-USA-2005,AZ,Phoenix,NULL,NULL,NULL
874,NULL,HM-2000-USA-2006,AZ,Tucson,NULL,NULL,NULL
875,NULL,HM-2000-USA-2006,AZ,Phoenix,NULL,NULL,NULL
876,NULL,HM-2000-USA-2007,AZ,Tucson,NULL,NULL,NULL
877,NULL,HM-2000-USA-2007,AZ,Phoenix,NULL,NULL,NULL
878,NULL,HM-2000-USA-2008,AZ,Tucson,NULL,NULL,NULL
879,NULL,HM-2000-USA-2008,AZ,Phoenix,NULL,NULL,NULL
880,NULL,HM-2000-USA-2009,AZ,Tucson,NULL,NULL,NULL
881,NULL,HM-2000-USA-2009,AZ,Phoenix,NULL,NULL,NULL
882,NULL,HM-2000-USA-2010,AZ,Tucson,NULL,NULL,NULL
883,NULL,HM-2000-USA-2010,AZ,Phoenix,NULL,NULL,NULL
884,NULL,HM-2000-USA-2011,AZ,Tucson,NULL,NULL,NULL
885,NULL,HM-2000-USA-2011,AZ,Phoenix,NULL,NULL,NULL
886,NULL,HM-2000-USA-2012,AZ,Tucson,NULL,NULL,NULL
887,NULL,HM-2000-USA-2012,AZ,Phoenix,NULL,NULL,NULL
888,NULL,HM-2000-USA-2013,FL,Tampa,NULL,NULL,NULL
889,NULL,HM-2000-USA-2014,FL,Tampa,NULL,NULL,NULL
890,NULL,HM-2000-USA-2015,FL,Tampa,NULL,NULL,NULL
891,NULL,HM-2000-USA-2016,FL,Tampa,NULL,NULL,NULL
892,NULL,HM-2000-USA-2017,FL,Tampa,NULL,NULL,NULL
893,NULL,HM-2000-USA-2018,FL,Tampa,NULL,NULL,NULL
894,NULL,HM-2000-USA-2018,NULL,NULL,NULL,NULL,NULL
895,NULL,HM-2000-USA-2019,NULL,NULL,NULL,NULL,NULL
896,NULL,HM-2000-USA-2020,GA,Atlanta,NULL,NULL,NULL
897,NULL,HM-2000-USA-2021,GA,Atlanta,NULL,NULL,NULL
898,NULL,HM-2000-USA-2022,GA,Atlanta,NULL,NULL,NULL
899,NULL,HM-2000-USA-2023,GA,Atlanta,NULL,NULL,NULL
900,NULL,HM-2000-USA-2024,GA,Atlanta,NULL,NULL,NULL
901,NULL,HM-2000-USA-2025,GA,Atlanta,NULL,NULL,NULL
902,NULL,HM-2000-USA-2026,GA,Atlanta,NULL,NULL,NULL
903,NULL,HM-2000-USA-2027,GA,Atlanta,NULL,NULL,NULL
904,NULL,HM-2000-USA-2028,GA,Atlanta,NULL,NULL,NULL
905,NULL,HM-2000-USA-2029,AL,Birmingham,NULL,NULL,NULL
906,NULL,HM-2000-USA-2030,AL,Birmingham,NULL,NULL,NULL
907,NULL,HM-2000-USA-2030,GA,Atlanta,NULL,NULL,NULL
908,NULL,HM-2000-USA-2031,GA,Atlanta,NULL,NULL,NULL
909,NULL,HM-2000-USA-2032,GA,Atlanta,NULL,NULL,NULL
910,NULL,HM-2000-USA-2032,FL,Tampa,NULL,NULL,NULL
911,NULL,HM-2000-USA-2033,NC,Raleigh,NULL,NULL,NULL
912,NULL,HM-2000-USA-2034,NC,Raleigh,NULL,NULL,NULL
913,NULL,HM-2000-USA-2034,AL,Birmingham,NULL,NULL,NULL
914,NULL,HM-2000-USA-2035,AL,Birmingham,NULL,NULL,NULL
915,NULL,HM-2000-USA-2036,AL,Birmingham,NULL,NULL,NULL
916,NULL,HM-2000-USA-2037,AL,Birmingham,NULL,NULL,NULL
917,NULL,HM-2000-USA-2037,GA,Atlanta,NULL,NULL,NULL
918,NULL,HM-2000-USA-2037,NC,Charlotte,NULL,NULL,NULL
919,NULL,HM-2000-USA-2037,NC,Greensboro,NULL,NULL,NULL
920,NULL,HM-2000-USA-2038,NC,Charlotte,NULL,NULL,NULL
921,NULL,HM-2000-USA-2038,NC,Greensboro,NULL,NULL,NULL
922,NULL,HM-2000-USA-2039,NC,Charlotte,NULL,NULL,NULL
923,NULL,HM-2000-USA-2039,NC,Greensboro,NULL,NULL,NULL
924,NULL,HM-2000-USA-2039,TN,Memphis,NULL,NULL,NULL
925,NULL,HM-2000-USA-2040,TN,Memphis,NULL,NULL,NULL
926,NULL,hm-2000-USA-2041,TN,Memphis,NULL,NULL,NULL
927,NULL,HM-2000-USA-2042,TN,Memphis,NULL,NULL,NULL
928,NULL,HM-2000-USA-2043,TN,Memphis,NULL,NULL,NULL
929,NULL,HM-2000-USA-2043,NC,Raleigh,NULL,NULL,NULL
930,NULL,HM-2000-USA-2044,NC,Raleigh,NULL,NULL,NULL
931,NULL,HM-2000-USA-2045,NC,Raleigh,NULL,NULL,NULL
932,NULL,HM-2000-USA-2046,MN,Minneapolis,NULL,NULL,NULL
933,NULL,HM-2000-USA-2047,MN,Minneapolis,NULL,NULL,NULL
934,NULL,HM-2000-USA-2048,MN,Minneapolis,NULL,NULL,NULL
935,NULL,HM-2000-USA-2050,IN,"Indianapolis city",NULL,NULL,NULL
936,NULL,HM-2000-USA-2051,IN,"Indianapolis city",NULL,NULL,NULL
937,NULL,HM-2000-USA-2052,IN,"Indianapolis city",NULL,NULL,NULL
938,NULL,HM-2000-USA-2053,IN,"Indianapolis city",NULL,NULL,NULL
939,NULL,HM-2000-USA-2054,IN,"Indianapolis city",NULL,NULL,NULL
940,NULL,HM-2000-USA-2055,IN,"Indianapolis city",NULL,NULL,NULL
941,NULL,HM-2000-USA-2056,MN,Minneapolis,NULL,NULL,NULL
942,NULL,HM-2000-USA-2057,MN,Minneapolis,NULL,NULL,NULL
943,NULL,HM-2000-USA-2058,MN,Minneapolis,NULL,NULL,NULL
944,NULL,HM-2000-USA-2059,MN,Minneapolis,NULL,NULL,NULL
945,NULL,HM-2000-USA-2060,MN,Minneapolis,NULL,NULL,NULL
946,NULL,HM-2000-USA-2060,IL,Chicago,NULL,NULL,NULL
947,NULL,HM-2000-USA-2061,MN,Minneapolis,NULL,NULL,NULL
948,NULL,HM-2000-USA-2061,IL,Chicago,NULL,NULL,NULL
949,NULL,HM-2000-USA-2062,MN,Minneapolis,NULL,NULL,NULL
950,NULL,HM-2000-USA-2062,IL,Chicago,NULL,NULL,NULL
951,NULL,HM-2000-USA-2063,IL,Chicago,NULL,NULL,NULL
952,NULL,HM-2000-USA-2064,IL,Chicago,NULL,NULL,NULL
953,NULL,HM-2000-USA-2065,IL,Chicago,NULL,NULL,NULL
954,NULL,HM-2000-USA-2066,IL,Chicago,NULL,NULL,NULL
955,NULL,HM-2000-USA-2066,MI,Detroit,NULL,NULL,NULL
956,NULL,HM-2000-USA-2067,MI,Detroit,NULL,NULL,NULL
957,NULL,HM-2000-USA-2067,MN,Minneapolis,NULL,NULL,NULL
958,NULL,HM-2000-USA-2068,MN,Minneapolis,NULL,NULL,NULL
959,NULL,HM-2000-USA-2069,WA,Seattle,NULL,NULL,NULL
960,NULL,HM-2000-USA-2070,UT,"Salt Lake City",NULL,NULL,NULL
961,NULL,HM-2000-USA-2071,UT,"Salt Lake City",NULL,NULL,NULL
962,NULL,HM-2000-USA-2072,UT,"Salt Lake City",NULL,NULL,NULL
963,NULL,HM-2000-USA-2073,UT,"Salt Lake City",NULL,NULL,NULL
964,NULL,HM-2000-USA-2074,UT,"Salt Lake City",NULL,NULL,NULL
965,NULL,HM-2000-USA-2075,UT,"Salt Lake City",NULL,NULL,NULL
966,NULL,HM-2000-USA-2076,UT,"Salt Lake City",NULL,NULL,NULL
967,NULL,HM-2000-USA-2076,IL,Chicago,NULL,NULL,NULL
968,NULL,HM-2000-USA-2077,IL,Chicago,NULL,NULL,NULL
969,NULL,HM-2000-USA-2077,MI,Detroit,NULL,NULL,NULL
970,NULL,HM-2000-USA-2078,IL,Chicago,NULL,NULL,NULL
971,NULL,HM-2000-USA-2078,MI,Detroit,NULL,NULL,NULL
972,NULL,HM-2000-USA-2079,MI,Detroit,NULL,NULL,NULL
973,NULL,HM-2000-USA-2080,MI,Detroit,NULL,NULL,NULL
974,NULL,HM-2000-USA-2080,OK,Tulsa,NULL,NULL,NULL
975,NULL,HM-2000-USA-2081,OK,Tulsa,NULL,NULL,NULL
976,NULL,HM-2000-USA-2082,OK,Tulsa,NULL,NULL,NULL
977,NULL,HM-2000-USA-2082,NE,Omaha,NULL,NULL,NULL
978,NULL,HM-2000-USA-2083,NE,Omaha,NULL,NULL,NULL
979,NULL,HM-2000-USA-2084,NE,Omaha,NULL,NULL,NULL
980,NULL,HM-2000-USA-2085,NE,Omaha,NULL,NULL,NULL
981,NULL,HM-2000-USA-2086,NE,Omaha,NULL,NULL,NULL
982,NULL,HM-2000-USA-2086,MO,"Kansas City",NULL,NULL,NULL
983,NULL,HM-2000-USA-2087,MO,"Kansas City",NULL,NULL,NULL
984,NULL,HM-2000-USA-2088,MO,"Kansas City",NULL,NULL,NULL
985,NULL,HM-2000-USA-2089,MO,"Kansas City",NULL,NULL,NULL
986,NULL,HM-2000-USA-2090,MO,"Kansas City",NULL,NULL,NULL
987,NULL,HM-2000-USA-2091,MA,Boston,NULL,NULL,NULL
988,NULL,HM-2000-USA-2092,MA,Boston,NULL,NULL,NULL
989,NULL,HM-2000-USA-2093,MA,Boston,NULL,NULL,NULL
990,NULL,HM-2000-USA-2094,MA,Boston,NULL,NULL,NULL
991,NULL,HM-2000-USA-2095,MA,Boston,NULL,NULL,NULL
992,NULL,HM-2000-USA-2096,MA,Boston,NULL,NULL,NULL
993,NULL,HM-2000-USA-2097,MA,Boston,NULL,NULL,NULL
994,NULL,HM-2000-USA-2097,NC,Raleigh,NULL,NULL,NULL
995,NULL,HM-2000-USA-2098,NC,Raleigh,NULL,NULL,NULL
996,NULL,HM-2000-USA-2099,NC,Raleigh,NULL,NULL,NULL
997,NULL,HM-2000-USA-2100,NC,Raleigh,NULL,NULL,NULL
998,NULL,HM-2000-USA-2101,NC,Raleigh,NULL,NULL,NULL
999,NULL,HM-2000-USA-2102,NC,Raleigh,NULL,NULL,NULL
1000,NULL,HM-2000-USA-2103,NC,Raleigh,NULL,NULL,NULL
1001,NULL,HM-2000-USA-2103,NC,Charlotte,NULL,NULL,NULL
1002,NULL,HM-2000-USA-2103,NC,Greensboro,NULL,NULL,NULL
1004,NULL,HM-2000-USA-2104,NC,Greensboro,NULL,NULL,NULL
1005,NULL,HM-2000-USA-2104,NC,Charlotte,NULL,NULL,NULL
1007,NULL,HM-2000-USA-2105,NC,Greensboro,NULL,NULL,NULL
1008,NULL,HM-2000-USA-2106,NC,Charlotte,NULL,NULL,NULL
1009,NULL,HM-2000-USA-2106,NC,Greensboro,NULL,NULL,NULL
1010,NULL,HM-2000-USA-2107,NC,Charlotte,NULL,NULL,NULL
1011,NULL,HM-2000-USA-2107,NC,Greensboro,NULL,NULL,NULL
1012,NULL,HM-2000-USA-2108,NC,Charlotte,NULL,NULL,NULL
1013,NULL,HM-2000-USA-2108,NC,Greensboro,NULL,NULL,NULL
1014,NULL,HM-2000-USA-2108,TX,"San Antonio",NULL,NULL,NULL
1015,NULL,HM-2000-USA-2109,TX,"San Antonio",NULL,NULL,NULL
1016,NULL,HM-2000-USA-2111,TX,"San Antonio",NULL,NULL,NULL
1017,NULL,HM-2000-USA-2112,TX,"San Antonio",NULL,NULL,NULL
1018,NULL,HM-2000-USA-2113,TX,"San Antonio",NULL,NULL,NULL
1019,NULL,HM-2000-USA-2113,TX,Dallas,NULL,NULL,NULL
1020,NULL,HM-2000-USA-2114,TX,Dallas,NULL,NULL,NULL
1021,NULL,HM-2000-USA-2115,TX,Dallas,NULL,NULL,NULL
1022,NULL,HM-2000-USA-2116,TX,Dallas,NULL,NULL,NULL
1023,NULL,HM-2000-USA-2117,TX,Dallas,NULL,NULL,NULL
1024,NULL,HM-2000-USA-2118,TX,Dallas,NULL,NULL,NULL
1025,NULL,HM-2000-USA-2119,TX,Dallas,NULL,NULL,NULL
1026,NULL,HM-2000-USA-2120,TX,Dallas,NULL,NULL,NULL
1027,NULL,HM-2000-USA-2121,TX,Dallas,NULL,NULL,NULL
1028,NULL,HM-2000-USA-2121,NM,Albuquerque,NULL,NULL,NULL
1029,NULL,HM-2000-USA-2122,NM,Albuquerque,NULL,NULL,NULL
1030,NULL,HM-2000-USA-2123,NM,Albuquerque,NULL,NULL,NULL
1031,NULL,HM-2000-USA-2124,TX,Austin,NULL,NULL,NULL
1032,NULL,HM-2000-USA-2125,TX,Austin,NULL,NULL,NULL
1033,NULL,HM-2000-USA-2126,TX,Austin,NULL,NULL,NULL
1034,NULL,HM-2000-USA-2126,LA,"New Orleans",NULL,NULL,NULL
1035,NULL,HM-2000-USA-2127,LA,"New Orleans",NULL,NULL,NULL
1036,NULL,HM-2000-USA-2128,TX,"San Antonio",NULL,NULL,NULL
1037,NULL,HM-2000-USA-3004,TX,Houston,NULL,NULL,NULL
1038,NULL,HM-2000-USA-7019,GA,Atlanta,NULL,NULL,NULL
1039,NULL,HM-2001-USA-1000,TX,"San Antonio",NULL,NULL,NULL
1040,NULL,HM-2001-USA-1001,TX,"San Antonio",NULL,NULL,NULL
1041,NULL,HM-2001-USA-1002,TX,Austin,NULL,NULL,NULL
1042,NULL,HM-2001-USA-1003,TX,Austin,NULL,NULL,NULL
1043,NULL,HM-2001-USA-1004,TX,Austin,NULL,NULL,NULL
1044,NULL,HM-2001-USA-1005,TX,Austin,NULL,NULL,NULL
1045,NULL,HM-2001-USA-1005,TX,Austin,NULL,NULL,NULL
1046,NULL,HM-2001-USA-1006,TX,Austin,NULL,NULL,NULL
1047,NULL,HM-2001-USA-1007,TX,Houston,NULL,NULL,NULL
1048,NULL,HM-2001-USA-1008,TX,Houston,NULL,NULL,NULL
1049,NULL,HM-2001-USA-1009,TX,Houston,NULL,NULL,NULL
1050,NULL,HM-2001-USA-1010,TX,Houston,NULL,NULL,NULL
1051,NULL,HM-2001-USA-1011,CA,"San Diego",NULL,NULL,NULL
1052,NULL,HM-2001-USA-1012,CA,"San Diego",NULL,NULL,NULL
1054,NULL,HM-2001-USA-1014,CA,"San Diego",NULL,NULL,NULL
1055,NULL,HM-2001-USA-1016,CA,"San Diego",NULL,NULL,NULL
1056,NULL,HM-2001-USA-1017,CA,"San Diego",NULL,NULL,NULL
1057,NULL,HM-2001-USA-1018,CA,"San Diego",NULL,NULL,NULL
1058,NULL,HM-2001-USA-1019,CA,"San Diego",NULL,NULL,NULL
1059,NULL,HM-2001-USA-1019,NV,"Las Vegas",NULL,NULL,NULL
1060,NULL,HM-2001-USA-1020,NV,"Las Vegas",NULL,NULL,NULL
1061,NULL,HM-2001-USA-1021,NV,"Las Vegas",NULL,NULL,NULL
1062,NULL,HM-2001-USA-1022,AL,Mobile,NULL,NULL,NULL
1063,NULL,HM-2001-USA-1023,AL,Mobile,NULL,NULL,NULL
1064,NULL,HM-2001-USA-1024,AL,Mobile,NULL,NULL,NULL
1065,NULL,HM-2001-USA-1025,AL,Mobile,NULL,NULL,NULL
1066,NULL,HM-2001-USA-1026,NV,"Las Vegas",NULL,NULL,NULL
1067,NULL,HM-2001-USA-1027,NV,"Las Vegas",NULL,NULL,NULL
1068,NULL,HM-2001-USA-1029,NV,"Las Vegas",NULL,NULL,NULL
1069,NULL,HM-2001-USA-1030,NV,"Las Vegas",NULL,NULL,NULL
1070,NULL,HM-2001-USA-1031,NV,"Las Vegas",NULL,NULL,NULL
1071,NULL,HM-2001-USA-1031,CA,Bakersfield,NULL,NULL,NULL
1072,NULL,HM-2001-USA-1032,CA,Bakersfield,NULL,NULL,NULL
1073,NULL,HM-2001-USA-1033,CA,Visalia,NULL,NULL,NULL
1074,NULL,HM-2001-USA-1034,CA,Fresno,NULL,NULL,NULL
1075,NULL,HM-2001-USA-1035,CA,Fresno,NULL,NULL,NULL
1076,NULL,HM-2001-USA-1036,CA,Fresno,NULL,NULL,NULL
1077,NULL,HM-2001-USA-1036,CA,Merced,NULL,NULL,NULL
1078,NULL,HM-2001-USA-1037,CA,Fresno,NULL,NULL,NULL
1079,NULL,HM-2001-USA-1038,OH,Cincinnati,NULL,NULL,NULL
1080,NULL,HM-2001-USA-1039,OH,Cincinnati,NULL,NULL,NULL
1081,NULL,HM-2001-USA-1040,OH,Cincinnati,NULL,NULL,NULL
1083,NULL,HM-2001-USA-1041,OH,Cincinnati,NULL,NULL,NULL
1084,NULL,HM-2001-USA-1013,CA,"San Diego",NULL,NULL,NULL
1085,NULL,HM-2001-USA-1042,OH,Cincinnati,NULL,NULL,NULL
