flight_loc_country_id,holding_id,country_id
1170,503567,1
6991,503568,1
21102,503569,1
7289,503570,1
18568,503572,1
18591,503573,1
18596,503574,1
19198,503575,1
4291,503577,1
6993,503579,1
6994,503580,1
6995,503583,1
1182,503584,1
1183,503585,1
8376,503587,1
6986,503588,1
1186,503590,1
1187,503593,1
1188,503594,1
6657,503595,1
6655,503596,1
4286,503597,1
1192,503601,1
18888,503603,1
7227,503604,1
9553,503606,1
18789,503609,1
4123,503610,1
5072,503611,1
18801,503612,1
18594,503614,1
18608,503615,1
7581,503616,1
18820,503617,1
16169,503618,1
4124,503620,1
18592,503621,1
18595,503622,1
18790,503624,1
7580,503626,1
19261,503628,1
18582,503629,1
18590,503630,1
18870,503631,1
18860,503632,1
17671,503633,1
7012,503634,1
7013,503642,1
7014,503643,1
7015,503644,1
1220,503646,1
7016,503647,1
20804,503648,1
6675,503649,1
18611,503650,1
18613,503651,1
5101,503652,1
18579,503653,1
18580,503654,1
18610,503655,1
6676,503656,1
8421,503657,1
7020,503658,1
18636,503659,1
18637,503660,1
5220,503661,1
7021,503662,1
7022,503663,1
6682,503664,1
18614,503665,1
1240,503666,1
18612,503668,1
18640,503669,1
5123,503670,1
5125,503671,1
18633,503672,1
6678,503673,1
4299,503674,1
20456,503676,1
18887,503677,1
17831,503678,1
5042,503679,1
5045,503680,1
18567,503681,1
10985,503682,1
5054,503683,1
18603,503684,1
18615,503685,1
5058,503686,1
5061,503687,1
18632,503688,1
18663,503689,1
18766,503690,1
5065,503691,1
18785,503692,1
18889,503693,1
5077,503694,1
15610,503695,1
18642,503696,1
5224,503697,1
18643,503698,1
5227,503699,1
5230,503700,1
5231,503701,1
18647,503702,1
5235,503703,1
5236,503704,1
18660,503705,1
18664,503706,1
18797,503707,1
18665,503708,1
5244,503709,1
18563,503710,1
18564,503711,1
16096,503712,1
18565,503713,1
18666,503714,1
18667,503715,1
18792,503716,1
18548,503717,1
18551,503718,1
18555,503719,1
18559,503720,1
18560,503721,1
18576,503722,1
16094,503723,1
18562,503724,1
5279,503725,1
5280,503726,1
18589,503727,1
1300,503728,1
1301,503729,1
1302,503730,1
1303,503731,1
1304,503732,1
1305,503733,1
1306,503734,1
5927,503735,1
17832,503736,1
18597,503737,1
10984,503738,1
18620,503739,1
18593,503740,1
18601,503741,1
18602,503742,1
18604,503743,1
18605,503744,1
18645,503745,1
18814,503746,1
5282,503747,1
5284,503748,1
18799,503749,1
18806,503750,1
18803,503751,1
18804,503752,1
18808,503753,1
18810,503754,1
18819,503755,1
7584,503756,1
7590,503757,1
18858,503758,1
7579,503759,1
18825,503760,1
18862,503761,1
18829,503762,1
18798,503763,1
18659,503764,1
5304,503765,1
5305,503766,1
5306,503767,1
9129,503768,1
18813,503769,1
5309,503770,1
5310,503771,1
9533,503772,1
9091,503773,1
5315,503774,1
5316,503775,1
5317,503776,1
5319,503777,1
5320,503778,1
7284,503779,1
18873,503780,1
16167,503781,1
20317,503782,1
5221,503783,1
6679,503784,1
20479,503788,1
19815,503789,1
5053,503790,1
18650,503791,1
15722,503792,1
17810,503793,1
1363,503794,1
1364,503795,1
17244,503796,1
18787,503797,1
18805,503798,1
18874,503799,1
18861,503800,1
5088,503801,1
10982,503802,1
18859,503803,1
18634,503804,1
18641,503805,1
18644,503806,1
18646,503807,1
18876,503808,1
7023,503810,1
7024,503811,1
7025,503812,1
7026,503813,1
7027,503814,1
7028,503815,1
18648,503816,1
16097,503817,1
19260,503818,1
18561,503819,1
18807,503820,1
18815,503821,1
18824,503822,1
18826,503823,1
3730,503824,1
6331,503825,1
6122,503826,1
4855,503827,1
4857,503828,1
1397,503829,1
1398,503830,1
1399,503831,1
1400,503833,1
21080,503837,1
5898,503838,1
21175,503839,1
20878,503840,1
17971,503841,1
7052,503843,1
7050,503845,1
7051,503846,1
1409,503848,1
1410,503850,1
6703,503852,1
7045,503854,1
4798,503855,1
18830,503856,1
6329,503857,1
1416,503858,1
1417,503862,1
1418,503864,1
1419,503866,1
1420,503867,1
7047,503868,1
6705,503869,1
1423,503870,1
7350,503871,1
7049,503872,1
12292,503876,1
21136,503877,1
7029,503878,1
10283,503880,1
6689,503881,1
7030,503882,1
17659,503883,1
7031,503884,1
6693,503885,1
7032,503887,1
20810,503888,1
7034,503889,1
7037,503890,1
19816,503892,1
7044,503894,1
8390,503895,1
7035,503896,1
6697,503897,1
7043,503898,1
7036,503899,1
7041,503900,1
4302,503901,1
7039,503902,1
7040,503903,1
20475,503904,1
5974,503905,1
21127,503906,1
20876,503907,1
6894,503908,1
6895,503909,1
19248,503910,1
15689,503911,1
19249,503912,1
19250,503913,1
9898,503914,1
7053,503915,1
7054,503916,1
7055,503917,1
7056,503918,1
21066,503919,1
1466,503920,1
7061,503921,1
7062,503922,1
7063,503923,1
7059,503924,1
7060,503925,1
7066,503926,1
7067,503927,1
19743,503928,1
9629,503929,1
7070,503930,1
7071,503931,1
7072,503932,1
7069,503933,1
7075,503934,1
7073,503935,1
7074,503936,1
1483,503937,1
11896,503938,1
13182,503939,1
16175,503948,1
7467,503972,1
1488,503973,1
20688,503974,1
7532,503976,1
7531,503978,1
7501,503979,1
7092,503981,1
7090,503986,1
7089,503987,1
20802,503988,1
7087,503989,1
20296,503990,1
7076,503991,1
7077,503992,1
7079,503993,1
7080,503994,1
7078,503995,1
7081,503996,1
7082,503997,1
10987,503998,1
20799,503999,1
7085,504000,1
20821,504001,1
19848,504002,1
7094,504003,1
1512,504004,1
7095,504005,1
7096,504006,1
20457,504007,1
9522,504008,1
17808,504009,1
11695,504010,1
1519,504011,1
20391,504012,1
11783,504013,1
7008,504014,1
6998,504015,1
6997,504016,1
7177,504017,1
15692,504018,1
11794,504019,1
11757,504020,1
11701,504021,1
7165,504022,1
19605,504023,1
7167,504024,1
11786,504025,1
11764,504026,1
11688,504027,1
11773,504028,1
20808,504029,1
11797,504031,1
11697,504033,1
19540,504034,1
21126,504035,1
21016,504036,1
19506,504037,1
7158,504038,1
11768,504039,1
11705,504041,1
7449,504042,1
20384,504043,1
19945,504044,1
1550,504045,1
7168,504046,1
1552,504047,1
11784,504048,1
20386,504049,1
11700,504050,1
11689,504051,1
7143,504052,1
20390,504053,1
11747,504054,1
8429,504055,1
20385,504056,1
19612,504057,1
20473,504058,1
16113,504060,1
1565,504061,1
4856,504062,1
1567,504063,1
18989,504064,1
1569,504065,1
18904,504066,1
20394,504067,1
20387,504068,1
20393,504069,1
19069,504070,1
20289,504071,1
7530,504072,1
1577,504073,1
1578,504074,1
7413,504075,1
7482,504076,1
6873,504077,1
6872,504078,1
6871,504079,1
6870,504080,1
6987,504081,1
7529,504082,1
7098,504083,1
6874,504084,1
7411,504085,1
6875,504086,1
7436,504087,1
7116,504088,1
1593,504089,1
21195,504090,1
7528,504091,1
7118,504092,1
1597,504093,1
7099,504094,1
7421,504095,1
16168,504096,1
4294,504097,1
7102,504098,1
7007,504099,1
7093,504100,1
7483,504101,1
20392,504102,1
7100,504103,1
7103,504104,1
1609,504105,1
7104,504106,1
17238,504107,1
1612,504108,1
7527,504109,1
7119,504110,1
7134,504111,1
9150,504112,1
1617,504113,1
7148,504114,1
1619,504115,1
17660,504116,1
11752,504117,1
11788,504118,1
1623,504119,1
3338,504120,4
7491,504121,1
6201,504122,1
6197,504123,1
6200,504124,1
6199,504125,1
6191,504126,1
1631,504127,1
4391,504128,1
6193,504129,1
6192,504130,1
6190,504131,1
4389,504132,1
4390,504133,1
6189,504134,1
1639,504135,1
6186,504136,1
6188,504137,1
6187,504138,1
1643,504139,1
6182,504140,1
6185,504141,1
6184,504142,1
6262,504143,1
1648,504144,1
6264,504145,1
6263,504146,1
19170,504147,1
18852,504148,1
19313,504149,1
1654,504150,1
1655,504151,1
1656,504152,1
1657,504153,1
4852,504154,1
18851,504155,1
3388,504156,1
3382,504157,1
3383,504158,1
3386,504159,1
3384,504160,1
3387,504161,1
1666,504162,1
4384,504163,1
6248,504164,1
6249,504165,1
6246,504166,1
6261,504167,1
6260,504168,1
6259,504169,1
6258,504170,1
6257,504171,1
6256,504172,1
6255,504173,1
6254,504174,1
6253,504175,1
1680,504176,1
1681,504177,1
1682,504178,1
1683,504179,1
6251,504180,1
6250,504181,1
20154,504182,1
6252,504183,1
7239,504184,1
6211,504185,1
1690,504186,1
6213,504187,1
1692,504188,1
19070,504189,1
6207,504190,1
6208,504191,1
6205,504192,1
19071,504193,1
19075,504194,1
19078,504195,1
19080,504196,1
19086,504197,1
19092,504198,1
17320,504199,1
17324,504200,1
17321,504201,1
17322,504202,1
17323,504203,1
17325,504204,1
6204,504205,1
1710,504206,1
6723,504208,1
6722,504209,1
6721,504210,1
1714,504211,1
6720,504212,1
1716,504213,1
6719,504214,1
4821,504215,1
6715,504216,1
6714,504217,1
7156,504218,1
1722,504219,1
5558,504220,1
6829,504221,1
17336,504222,1
6825,504223,1
6758,504224,1
17744,504225,1
17709,504226,1
6827,504227,1
19094,504228,1
6840,504229,1
17701,504230,1
5324,504237,1
5323,504238,1
6717,504239,1
6718,504240,1
20828,504243,1
6712,504244,1
6711,504245,1
6710,504246,1
6709,504247,1
1743,504248,1
6706,504249,1
6664,504250,1
6672,504251,1
6662,504252,1
7520,504253,1
1749,504254,1
6651,504255,1
6650,504256,1
1752,504257,1
16980,504258,1
6648,504259,1
11821,504260,1
6647,504261,1
1757,504262,1
6646,504263,1
6645,504264,1
